id,condition,type,product,store,online_shopping_1,online_shopping_2,online_shopping_3,popular_products_1,popular_products_2,popular_products_3,popular_products_4,popular_products_5,popular_products_6,attitude_1,attitude_2,attitude_3,attitude_4,attitude_5,attitude_6,attitude_7,attitude_8,attitude_9,store_familiarity_1,store_familiarity_2,store_familiarity_3,fomo_1,fomo_2,fomo_3,fomo_4,fomo_5,fomo_6,fomo_7,fomo_8,truth_1,truth_2,truth_3,truth_4,truth_5,truth_6,insta_attitude_1,insta_attitude_2,insta_attitude_3,insta_attitude_4,insta_attitude_5,insta_attitude_6,participation_1,participation_2,participation_3,participation_4,participation_5,participation_6,age,gender,race,education,income
4784,no priming,hedonic,wall clock,IKEA,2,5,6,3,5,4,5,3,5,5,5,4,5,6,6,6,5,6,6,6,6,5,6,3,6,3,3,3,6,5,5,5,5,5,5,6,6,7,5,6,5,2,2,2,5,5,5,26,Male,Asian,Bachelor's degree,"100,000 USD - 149,999 USD"
4203,priming,utilitarian,wall clock,The Home Depot,3,3,4,3,3,4,5,4,4,2,4,4,4,6,2,5,6,3,5,4,2,1,7,3,5,5,2,3,7,5,4,3,4,3,4,1,3,1,3,4,5,2,4,4,3,5,3,18,Male,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
2598,no priming,utilitarian,wall clock,IKEA,7,7,7,1,1,4,1,3,4,4,4,7,7,4,4,7,4,7,7,5,7,7,7,7,7,7,7,7,7,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,23,-99,Asian,Bachelor's degree,"100,000 USD - 149,999 USD"
2424,priming,hedonic,wall clock,The Home Depot,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,5,7,5,7,7,7,7,7,7,7,7,7,5,5,5,6,6,6,31,Male,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
1483,no priming,hedonic,wall clock,IKEA,7,6,5,6,5,5,7,7,6,6,5,7,5,5,6,6,6,6,7,6,6,5,7,5,4,5,6,5,4,5,5,5,7,6,6,6,5,5,6,6,7,2,2,3,2,5,2,35,Female,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
2345,priming,utilitarian,wall clock,The Home Depot,5,5,5,3,4,5,5,4,4,5,5,7,5,5,5,6,5,4,5,5,5,1,5,3,3,2,1,1,1,3,5,3,4,2,3,3,4,4,3,4,4,2,2,1,2,3,2,29,Female,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
4828,priming,hedonic,wall clock,IKEA,6,5,6,6,6,5,6,6,5,3,2,3,3,2,3,4,2,3,6,6,5,1,1,3,5,5,5,1,1,6,5,5,6,5,4,6,5,5,6,6,6,2,3,2,2,2,3,30,Male,Asian,Bachelor's degree,"100,000 USD - 149,999 USD"
1958,no priming,utilitarian,wall clock,IKEA,7,7,7,4,4,3,4,5,4,5,2,7,6,3,3,2,6,5,7,7,7,4,3,3,4,3,3,6,6,4,5,4,5,3,5,6,6,6,5,6,7,2,1,5,4,4,4,24,Female,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
4103,no priming,utilitarian,wall clock,The Home Depot,5,7,5,5,5,6,6,4,5,5,4,5,6,7,4,3,5,6,5,7,6,3,7,5,1,7,7,7,2,4,3,6,2,5,3,5,5,7,3,7,6,5,3,4,5,4,4,34,Male,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
3239,priming,utilitarian,wall clock,IKEA,7,7,6,2,4,4,4,3,5,4,4,6,4,4,3,2,3,1,7,7,7,3,4,1,1,1,1,1,1,3,5,4,3,3,4,2,4,2,2,4,6,3,2,3,4,2,2,23,Male,Caucasian,Bachelor's degree,"100,000 USD - 149,999 USD"
2789,no priming,utilitarian,wall clock,The Home Depot,7,7,7,7,7,7,7,7,7,4,4,2,5,4,2,2,3,5,7,7,7,5,1,1,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,23,Female,Caucasian,High school,"100,000 USD - 149,999 USD"
1332,priming,utilitarian,wall clock,IKEA,5,6,6,4,4,6,6,5,4,2,6,3,3,1,3,3,3,5,1,2,1,3,2,7,7,1,3,1,7,7,4,4,6,7,5,6,7,6,5,6,7,2,4,2,3,1,3,24,Male,Black or African American,High school,"100,000 USD - 149,999 USD"
2857,no priming,hedonic,wall clock,The Home Depot,3,3,6,4,5,5,5,4,5,1,1,1,4,1,3,4,3,1,1,1,1,5,1,6,6,2,2,4,6,1,3,3,5,4,5,4,6,7,7,7,7,3,3,5,4,5,5,24,Male,Caucasian,High school,"100,000 USD - 149,999 USD"
4110,no priming,utilitarian,wall clock,The Home Depot,6,5,6,5,6,4,4,2,3,6,5,7,6,4,3,5,6,4,1,1,1,3,2,2,2,2,2,2,2,2,3,2,2,1,2,4,2,4,4,2,6,4,5,5,5,4,5,21,Female,Asian,High school,"100,000 USD - 149,999 USD"
2389,no priming,hedonic,wall clock,IKEA,5,3,4,5,5,3,2,4,3,5,5,4,5,5,4,4,5,5,3,5,5,5,6,6,6,1,1,2,1,6,5,5,4,5,5,4,4,3,5,5,4,2,5,6,6,2,4,18,Female,Caucasian,High school,"100,000 USD - 149,999 USD"
1522,no priming,hedonic,wall clock,The Home Depot,6,2,4,4,4,4,4,4,4,4,3,6,4,5,4,5,3,5,7,7,7,3,2,2,2,2,3,6,2,3,3,4,2,2,2,4,4,4,4,4,2,3,4,3,4,3,4,25,Male,Caucasian,High school,"100,000 USD - 149,999 USD"
3794,priming,hedonic,wall clock,IKEA,3,3,5,2,6,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,6,6,2,5,2,2,2,2,5,4,2,1,2,5,3,3,3,3,3,3,18,Male,Black or African American,High school,"100,000 USD - 149,999 USD"
3551,no priming,hedonic,wall clock,IKEA,5,7,7,5,5,3,4,5,3,6,4,6,6,5,5,5,4,4,6,6,6,3,7,5,5,1,5,3,7,4,5,4,5,3,5,5,5,6,3,4,6,4,4,1,3,5,3,27,Female,Caucasian,High school,"100,000 USD - 149,999 USD"
4510,no priming,hedonic,wall clock,The Home Depot,7,6,7,6,6,5,6,7,7,1,1,5,4,2,2,4,4,1,7,7,7,2,5,6,2,1,1,1,1,4,5,5,3,5,5,6,6,6,6,5,4,4,3,3,5,4,5,31,Female,Mixed,Master's degree,"100,000 USD - 149,999 USD"
1182,priming,utilitarian,wall clock,IKEA,6,6,6,5,5,5,2,3,2,4,4,4,2,2,2,6,2,6,7,5,7,3,7,2,7,1,2,3,3,1,5,5,4,2,3,6,6,6,6,6,6,1,1,1,6,5,5,27,Female,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
4203,no priming,utilitarian,wall clock,The Home Depot,6,6,6,6,7,6,6,7,6,3,2,7,6,2,3,4,3,5,1,1,1,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,5,6,7,1,1,6,6,6,1,22,Male,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
4178,priming,utilitarian,wall clock,The Home Depot,4,6,5,5,6,5,4,5,4,3,3,5,3,3,2,1,4,4,5,5,5,1,5,4,5,1,1,6,5,5,5,5,4,5,4,1,4,1,1,3,4,4,1,3,2,4,4,30,Female,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
1479,no priming,utilitarian,wall clock,IKEA,5,5,5,5,4,3,3,3,4,4,3,6,6,4,4,4,5,4,6,6,5,1,1,2,1,2,2,5,5,3,4,4,3,1,4,5,3,5,3,4,4,3,3,3,3,3,3,28,Male,Asian,Master's degree,"100,000 USD - 149,999 USD"
4623,no priming,hedonic,wall clock,The Home Depot,5,5,5,5,5,4,5,5,6,6,6,7,6,7,6,6,6,6,7,6,7,2,2,1,5,5,5,5,5,5,4,5,5,5,4,6,5,6,5,5,5,3,1,3,2,3,1,23,Male,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
1221,priming,hedonic,wall clock,The Home Depot,5,6,7,5,6,5,5,6,5,6,6,6,6,6,5,6,6,7,6,6,5,4,1,1,2,1,4,1,2,6,6,6,6,5,7,7,5,6,5,6,6,6,6,5,4,5,5,31,Male,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
3530,priming,utilitarian,wall clock,The Home Depot,6,6,5,6,6,5,6,6,6,6,6,6,7,6,7,7,6,7,7,7,6,6,6,6,6,6,6,5,5,6,6,6,6,6,7,6,6,6,6,6,6,2,3,6,6,6,6,30,Male,Caucasian,Master's degree,"100,000 USD - 149,999 USD"
1772,no priming,utilitarian,wall clock,IKEA,5,5,5,5,5,3,4,5,4,3,5,5,5,4,3,5,6,3,6,6,6,5,5,4,5,5,5,7,5,5,3,5,2,3,5,7,5,7,7,5,6,3,3,3,2,5,3,20,Female,Caucasian,Some college but no degree,"100,000 USD - 149,999 USD"
1230,priming,utilitarian,wall clock,The Home Depot,7,7,7,4,4,3,4,4,5,4,4,7,1,4,1,1,7,4,7,7,7,1,3,4,4,1,1,1,1,6,5,6,5,5,5,5,3,5,1,4,3,6,4,6,6,6,6,34,Male,Hispanic,Some college but no degree,"100,000 USD - 149,999 USD"
4992,priming,utilitarian,wall clock,The Home Depot,4,5,3,4,4,4,4,4,4,5,3,5,5,5,4,4,5,5,4,4,4,2,2,2,5,2,2,2,7,4,3,4,4,4,3,5,5,5,5,5,6,4,4,3,2,5,4,25,Female,Caucasian,Some college but no degree,"100,000 USD - 149,999 USD"
2107,no priming,hedonic,wall clock,The Home Depot,7,7,7,6,7,7,4,7,6,3,3,3,4,5,5,4,3,5,7,6,5,3,5,4,4,5,3,7,4,4,6,5,4,4,5,7,7,7,7,6,7,4,2,4,6,4,4,21,Female,Caucasian,Some college but no degree,"100,000 USD - 149,999 USD"
3223,priming,hedonic,wall clock,The Home Depot,7,7,7,4,4,3,3,4,3,3,2,7,2,2,1,4,6,2,7,7,7,1,6,1,6,1,1,6,5,1,5,1,5,1,3,2,6,6,2,2,2,3,2,2,3,3,3,33,Female,Caucasian,Some college but no degree,"100,000 USD - 149,999 USD"
2746,priming,hedonic,wall clock,The Home Depot,7,7,7,1,7,4,1,1,1,7,7,7,4,7,7,3,3,7,7,7,7,7,7,7,7,1,1,1,1,3,2,5,1,7,6,5,7,6,1,7,6,6,6,6,3,1,6,28,Male,Mixed,Associate degree,"150,000 USD or more"
3164,no priming,utilitarian,wall clock,IKEA,5,6,5,6,6,6,5,6,6,5,5,6,6,5,4,6,5,5,7,6,5,2,2,6,6,2,2,3,3,6,6,7,7,7,7,6,7,7,5,5,6,5,5,5,5,6,5,32,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
3931,priming,hedonic,wall clock,The Home Depot,5,6,5,7,6,7,6,7,7,6,4,5,5,6,4,6,5,4,6,5,6,7,7,3,3,5,3,7,3,5,6,3,3,5,5,6,6,7,5,6,3,3,2,2,6,6,4,29,Male,Black or African American,Bachelor's degree,"150,000 USD or more"
1208,priming,utilitarian,wall clock,IKEA,4,7,5,4,5,3,4,5,4,6,5,7,5,5,5,5,5,6,7,6,6,1,5,2,5,1,1,1,3,4,5,5,5,2,4,5,3,5,4,4,6,1,1,1,1,1,1,26,Male,Caucasian,Bachelor's degree,"150,000 USD or more"
2016,no priming,hedonic,wall clock,IKEA,5,5,5,4,5,3,5,5,5,4,5,5,5,4,4,5,5,5,7,7,7,3,5,5,5,3,3,1,1,3,3,3,3,3,3,5,5,5,4,5,5,5,2,3,5,5,5,22,Male,Caucasian,Bachelor's degree,"150,000 USD or more"
4874,no priming,utilitarian,wall clock,The Home Depot,2,2,6,2,2,2,2,2,2,6,6,6,6,5,6,6,6,6,7,7,7,7,6,6,6,5,5,2,2,3,3,3,3,3,3,5,3,5,5,5,2,1,2,2,2,1,5,29,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
2659,no priming,utilitarian,wall clock,The Home Depot,6,6,6,4,5,4,5,5,4,3,5,6,4,5,5,5,3,3,6,6,4,1,4,5,4,2,3,5,4,2,4,3,3,3,5,5,5,4,3,4,5,2,5,5,5,4,1,20,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
3453,priming,hedonic,wall clock,IKEA,7,7,7,5,5,5,2,2,2,5,2,5,4,4,4,4,4,5,7,7,7,2,6,2,1,1,1,1,2,3,4,3,5,3,4,6,4,4,4,4,6,3,2,2,4,3,2,28,Female,Asian,Bachelor's degree,"150,000 USD or more"
3190,priming,hedonic,wall clock,IKEA,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5,7,7,5,5,5,5,7,7,7,7,7,7,7,7,7,5,7,7,6,6,6,6,6,6,25,Female,Other,High school,"150,000 USD or more"
4679,no priming,utilitarian,wall clock,IKEA,5,5,6,7,5,5,7,5,3,4,1,6,4,3,4,3,5,2,7,7,7,6,6,3,3,3,1,6,1,3,6,3,5,5,4,5,3,7,3,4,7,2,2,2,5,3,5,19,Male,Caucasian,High school,"150,000 USD or more"
4924,priming,utilitarian,wall clock,The Home Depot,6,7,6,5,7,7,7,7,7,6,3,6,6,5,4,5,6,4,7,6,5,5,7,7,5,3,3,7,7,3,5,3,4,3,5,7,6,7,7,7,7,2,1,4,6,6,5,18,Female,Asian,High school,"150,000 USD or more"
2326,priming,hedonic,wall clock,The Home Depot,5,7,4,6,5,5,5,5,4,4,4,3,4,4,5,5,1,6,5,5,5,5,6,6,4,7,1,1,1,2,4,1,2,3,3,5,4,3,5,6,7,4,2,1,4,1,6,26,Male,Black or African American,High school,"150,000 USD or more"
3698,no priming,utilitarian,wall clock,The Home Depot,4,4,4,4,5,4,4,4,4,1,1,4,3,1,2,4,2,3,2,4,4,6,6,5,6,4,5,4,2,3,4,4,2,5,4,6,5,6,5,4,6,4,4,2,5,4,4,18,Female,Caucasian,Less than high school,"150,000 USD or more"
4925,priming,hedonic,wall clock,The Home Depot,6,6,5,6,6,5,5,5,5,7,6,7,6,6,7,6,6,6,7,7,6,5,7,7,6,5,7,7,7,5,7,7,6,6,7,7,7,7,7,6,7,5,1,3,5,6,5,30,Male,Asian,Master's degree,"150,000 USD or more"
4693,priming,utilitarian,wall clock,The Home Depot,7,5,7,1,3,2,5,3,6,7,3,7,7,4,4,7,6,5,7,7,7,3,6,3,1,1,1,1,1,5,3,5,1,4,6,5,7,6,1,6,7,3,3,1,6,5,1,19,Female,Mixed,Master's degree,"150,000 USD or more"
2873,priming,hedonic,wall clock,IKEA,4,6,5,5,5,5,4,3,4,4,4,4,4,5,5,5,3,5,6,5,5,2,6,7,5,2,2,2,2,3,5,4,5,4,5,5,4,6,5,6,5,5,4,4,5,4,5,30,Female,Caucasian,Master's degree,"150,000 USD or more"
1017,priming,utilitarian,wall clock,The Home Depot,4,5,5,3,2,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,5,1,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,3,3,1,3,5,2,20,Male,Black or African American,Some college but no degree,"150,000 USD or more"
1726,priming,hedonic,wall clock,The Home Depot,1,2,5,7,5,7,6,6,5,7,5,6,4,5,7,7,5,5,5,6,5,6,4,4,6,2,2,4,2,7,7,7,7,7,7,6,7,7,7,7,7,1,1,1,6,1,6,21,Male,Asian,Some college but no degree,"150,000 USD or more"
2051,priming,utilitarian,wall clock,IKEA,5,5,4,5,5,5,7,6,7,7,6,7,7,6,6,7,7,6,7,7,6,7,7,1,1,3,5,3,1,5,5,7,3,2,5,6,6,5,5,5,5,2,2,2,4,4,3,21,Female,Caucasian,Some college but no degree,"150,000 USD or more"
4260,priming,utilitarian,wall clock,The Home Depot,4,5,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,2,2,2,2,2,2,7,3,3,3,4,5,7,6,5,4,4,5,4,5,2,5,3,21,Male,Black or African American,Some college but no degree,"150,000 USD or more"
6547,no priming,hedonic,house plant,IKEA,6,6,6,5,5,4,3,2,5,4,5,4,5,5,5,4,5,5,6,4,4,2,2,5,5,4,4,5,4,4,5,4,5,5,5,4,5,5,6,6,6,1,1,1,4,6,4,33,Female,Caucasian,Associate degree,"150,000 USD or more"
7001,no priming,utilitarian,house plant,IKEA,7,7,7,4,6,5,4,4,4,7,4,7,4,7,7,7,5,7,7,7,7,2,3,5,1,1,1,2,2,4,5,4,4,4,2,5,6,6,6,6,6,4,4,5,5,3,5,29,Female,Mixed,Associate degree,"150,000 USD or more"
7391,priming,utilitarian,house plant,The Home Depot,2,3,3,2,2,2,2,2,2,4,4,6,6,4,5,3,6,4,4,5,6,1,1,1,1,1,1,1,1,1,4,1,3,5,4,5,5,6,4,3,4,6,4,2,5,4,4,22,Female,Hispanic,Associate degree,"150,000 USD or more"
9924,priming,hedonic,house plant,The Home Depot,7,7,7,5,4,4,3,3,3,5,2,3,4,5,4,4,4,5,7,7,7,2,2,3,5,2,1,5,5,2,5,4,4,1,4,5,4,5,5,3,5,4,1,2,2,2,3,31,Female,Caucasian,Associate degree,"150,000 USD or more"
5389,no priming,hedonic,house plant,IKEA,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,5,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,4,4,4,4,4,4,30,Male,Caucasian,Bachelor's degree,"150,000 USD or more"
5577,no priming,utilitarian,house plant,The Home Depot,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,2,2,5,5,6,6,6,6,6,6,7,7,7,6,7,7,6,6,6,6,6,6,27,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
7256,priming,utilitarian,house plant,IKEA,6,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,5,5,2,3,3,2,1,1,1,1,5,4,5,5,5,5,7,5,6,5,6,6,2,2,2,2,2,2,33,Male,Caucasian,Bachelor's degree,"150,000 USD or more"
7345,priming,hedonic,house plant,IKEA,7,5,5,6,5,5,5,7,6,7,7,3,3,5,3,5,4,5,7,5,5,5,5,4,5,5,4,4,6,7,5,4,3,5,3,7,5,4,4,5,3,6,4,4,3,4,4,35,Male,Black or African American,Bachelor's degree,"150,000 USD or more"
8577,priming,utilitarian,house plant,The Home Depot,7,7,7,6,7,6,6,6,6,5,5,5,5,5,5,5,5,5,7,7,7,5,4,4,5,5,5,7,7,3,6,3,5,5,5,7,7,7,7,7,7,4,4,4,4,4,4,27,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
9003,priming,hedonic,house plant,The Home Depot,7,7,7,5,6,6,4,4,4,6,6,6,4,6,5,5,2,5,6,6,5,2,5,1,2,1,1,6,6,3,4,4,2,2,2,5,4,3,1,2,1,4,2,3,3,4,3,28,Female,Caucasian,Bachelor's degree,"150,000 USD or more"
5738,priming,utilitarian,house plant,The Home Depot,7,7,7,7,7,5,4,3,3,7,6,7,5,5,5,4,4,5,7,7,7,2,4,5,5,3,3,4,2,3,4,4,5,4,3,5,5,5,4,5,5,3,3,4,3,5,4,31,Male,Asian,High school,"150,000 USD or more"
7271,no priming,utilitarian,house plant,The Home Depot,5,5,6,2,4,4,3,5,5,3,3,3,5,5,5,3,4,5,7,6,7,5,6,4,2,2,2,2,2,4,5,3,4,6,6,6,6,6,2,2,4,4,3,3,5,4,3,20,Male,Caucasian,High school,"150,000 USD or more"
8587,no priming,hedonic,house plant,IKEA,5,5,6,6,6,5,7,6,5,5,6,5,7,4,7,5,7,5,7,5,6,4,5,6,5,4,6,6,7,4,6,6,6,6,6,5,6,7,5,6,5,1,1,1,4,2,3,28,Male,Black or African American,Less than high school,"150,000 USD or more"
6120,priming,hedonic,house plant,The Home Depot,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,34,Male,Caucasian,Master's degree,"150,000 USD or more"
6668,no priming,utilitarian,house plant,IKEA,4,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,5,7,1,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,25,Male,Caucasian,Master's degree,"150,000 USD or more"
7802,priming,hedonic,house plant,The Home Depot,7,7,6,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,6,1,1,6,6,6,6,34,Male,Caucasian,Master's degree,"150,000 USD or more"
8483,no priming,utilitarian,house plant,The Home Depot,5,5,3,3,5,6,3,6,2,1,7,7,7,7,7,4,7,7,5,2,2,5,5,5,6,6,7,7,4,4,4,3,2,2,1,5,3,1,5,4,4,1,1,1,3,1,1,20,Male,Asian,Professional degree,"150,000 USD or more"
5091,no priming,hedonic,house plant,IKEA,7,7,7,4,4,5,4,4,4,3,3,2,4,5,4,4,2,4,6,5,4,5,6,5,6,2,3,7,7,2,4,2,2,1,2,7,6,7,4,5,6,3,3,3,3,3,4,25,Female,Caucasian,Some college but no degree,"150,000 USD or more"
5621,priming,utilitarian,house plant,IKEA,5,5,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,3,5,2,1,3,2,5,2,4,3,2,2,5,4,4,4,4,4,5,4,5,2,4,2,6,5,1,6,5,5,27,Female,Caucasian,Some college but no degree,"150,000 USD or more"
6598,priming,hedonic,house plant,The Home Depot,7,7,7,5,5,4,4,4,4,6,5,5,5,7,7,3,3,7,7,7,7,2,5,5,5,1,1,6,6,3,3,1,2,1,1,7,7,7,7,5,7,4,1,1,3,1,6,34,Female,Caucasian,Some college but no degree,"150,000 USD or more"
8486,priming,hedonic,house plant,The Home Depot,5,6,5,6,5,6,6,4,4,5,5,4,4,6,6,3,2,6,7,7,7,5,6,3,6,4,6,5,5,4,2,5,2,2,1,3,4,3,5,5,6,2,2,1,5,3,6,20,Female,Caucasian,Some college but no degree,"150,000 USD or more"
5914,priming,utilitarian,house plant,The Home Depot,7,7,7,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,1,6,4,1,1,1,1,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,25,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
6008,no priming,utilitarian,house plant,IKEA,7,7,7,5,4,5,4,4,4,4,4,5,5,5,5,5,5,4,7,5,5,4,2,3,4,1,1,4,2,2,4,3,4,3,3,6,4,6,3,5,6,2,2,2,3,2,3,31,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
6541,no priming,hedonic,house plant,IKEA,1,1,1,1,1,1,1,5,4,7,7,6,7,7,7,7,5,7,7,7,7,4,7,7,6,7,7,5,5,2,1,1,1,1,1,5,5,3,3,5,4,1,1,1,6,3,6,25,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
6777,priming,hedonic,house plant,IKEA,6,7,6,3,6,6,6,4,6,6,5,6,6,6,7,5,4,6,2,1,1,2,6,2,6,2,2,3,3,3,4,2,3,1,1,7,5,6,3,5,4,4,3,3,4,4,4,32,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
7497,priming,utilitarian,house plant,The Home Depot,6,4,5,5,5,3,5,6,6,5,5,7,7,7,7,5,5,7,7,7,7,2,6,6,2,6,7,6,2,3,6,4,4,2,5,6,6,6,6,6,5,1,1,1,4,2,3,25,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
7560,priming,hedonic,house plant,The Home Depot,5,5,3,4,6,4,4,6,3,6,4,7,5,7,7,3,3,6,7,6,6,1,6,4,5,2,3,6,6,3,4,4,5,2,4,4,5,2,2,5,4,3,2,1,3,3,2,28,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
7779,priming,utilitarian,house plant,IKEA,6,7,6,5,7,6,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,1,1,1,1,1,6,7,6,7,6,6,5,7,6,5,5,5,3,3,4,4,4,3,30,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
7975,no priming,utilitarian,house plant,The Home Depot,7,7,7,7,7,5,6,6,6,5,5,7,6,6,7,7,7,6,7,7,7,4,4,4,5,4,4,4,5,1,3,4,5,4,5,7,7,7,7,7,7,5,5,5,5,5,6,31,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8196,no priming,hedonic,house plant,IKEA,6,6,6,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2,5,4,2,2,1,1,7,7,5,7,5,5,7,7,7,5,7,4,6,6,6,6,6,6,28,Male,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8340,no priming,hedonic,house plant,The Home Depot,5,5,6,5,5,5,5,5,5,4,4,4,4,7,7,4,4,7,7,7,7,2,2,4,1,1,1,1,1,3,3,4,3,3,3,6,6,6,2,6,4,6,6,6,6,6,6,24,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8381,priming,utilitarian,house plant,The Home Depot,7,7,6,4,6,5,3,2,4,5,5,3,4,5,5,5,5,6,5,3,3,3,5,2,2,1,1,5,5,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,27,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8477,priming,utilitarian,house plant,IKEA,7,7,7,5,6,6,6,6,6,7,7,7,7,7,7,7,5,7,7,7,7,5,5,5,5,1,1,3,3,6,6,6,6,6,6,6,6,7,6,6,6,3,3,4,4,4,4,27,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8501,priming,utilitarian,house plant,The Home Depot,7,7,7,3,2,2,1,2,2,5,5,7,5,5,5,6,4,5,7,7,7,1,5,4,2,1,1,5,6,1,1,2,2,1,2,2,3,1,1,2,1,4,2,2,2,2,2,31,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8741,priming,hedonic,house plant,IKEA,5,6,6,4,4,4,4,4,4,4,3,3,4,5,5,4,4,5,7,7,7,2,5,4,3,2,2,2,2,5,5,3,4,3,3,6,6,6,5,5,5,4,3,3,3,3,4,32,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8747,priming,utilitarian,house plant,The Home Depot,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,35,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
8847,no priming,hedonic,house plant,The Home Depot,7,7,7,4,5,4,5,5,5,3,2,5,4,4,5,5,4,5,7,7,7,1,3,2,2,1,1,2,5,1,3,2,3,1,2,7,4,7,2,2,7,3,2,2,5,4,3,24,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
9096,no priming,utilitarian,house plant,The Home Depot,7,7,7,5,5,5,5,6,5,4,4,6,4,4,4,5,4,6,7,7,7,2,7,5,6,1,1,1,1,2,6,3,5,3,3,7,4,7,3,5,5,4,2,4,4,4,4,29,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
9179,priming,utilitarian,house plant,The Home Depot,7,7,7,7,7,5,6,6,6,6,6,7,7,6,6,6,7,6,6,7,6,4,3,5,7,5,4,4,4,5,6,5,6,6,6,7,7,7,7,7,7,1,3,3,6,4,3,28,Female,Hispanic,Associate degree,"50,000 USD - 99,999 USD"
9467,no priming,utilitarian,house plant,The Home Depot,6,4,5,5,5,4,5,3,3,6,5,5,5,5,6,6,5,6,7,7,7,1,3,5,4,2,2,5,5,4,2,2,2,2,2,6,6,6,6,6,7,6,6,4,5,4,5,26,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
9633,priming,hedonic,house plant,The Home Depot,2,3,3,1,2,2,3,4,4,7,7,5,6,6,7,7,7,7,7,6,6,5,5,4,2,1,1,6,6,3,5,2,2,1,1,5,2,5,3,1,3,6,2,3,3,3,4,23,Female,Caucasian,Associate degree,"50,000 USD - 99,999 USD"
